name	VP1_type
MN494917	GI.3
MN494919	GI.3
MN494929	GI.3
MN494963	GI.3
LC122715	GI.3
LC122717	GI.3
MN494971	GI.3
MN494938	GI.3
MN494973	GI.3
MN494984	GI.3
MN494992	GI.3
MN495004	GI.3
MZ021618	GI.3
MZ021909	GI.3
MN494978	GI.3
MN494966	GI.3
MN494969	GI.3
MZ021602	GI.3
MN494970	GI.3
MN494935	GI.3
MN494974	GI.3
MZ021905	GI.3
MN494939	GI.3
MZ021600	GI.3
MZ021601	GI.3
MN494936	GI.3
MN494965	GI.3
MN494964	GI.3
LC122689	GI.1
KT732279	GI.1
LC122688	GI.1
MZ220330	GI.1
MZ220331	GI.1
MT357991	GI.1
MT357993	GI.1
MT357992	GI.1
MZ021607	GI.1
MK956174	GI.1
MK956173	GI.1
MZ021650	GI.1
MZ021634	GI.1
MZ021616	GI.1
MH638228	GI.1
MH638229	GI.1
KF429765	GI.1
JX023285	GI.1
KF429761	GI.1
KF429774	GI.1
KF429770	GI.1
KF429773	GI.1
KF429789	GI.1
KF429783	GI.1
PX458200	GI.1
PX458201	GI.1
PX458199	GI.1
PX458198	GI.1
PX458194	GI.1
PX458190	GI.1
PV242306	GI.1
PX458193	GI.1
PX458189	GI.1
PX458195	GI.1
PX458191	GI.1
PX458192	GI.1
PV242303	GI.1
PX458196	GI.1
PV242309	GI.1
PV242313	GI.1
PX458203	GI.1
PV242318	GI.1
PX458212	GI.1
PX458205	GI.1
PX458213	GI.1
PX458211	GI.1
PX458209	GI.1
PX458216	GI.1
PV242316	GI.1
PX458206	GI.1
PX458210	GI.1
PX458215	GI.1
PX458204	GI.1
PX458207	GI.1
PX458214	GI.1
PX458225	GI.1
PX458227	GI.1
PX458220	GI.1
PV242300	GI.1
PV289253	GI.1
PX458223	GI.1
PX458219	GI.1
PX458221	GI.1
PX458228	GI.1
PX458229	GI.1
PX458241	GI.1
PX458250	GI.1
PX458245	GI.1
PX458247	GI.1
PX458248	GI.1
PX458243	GI.1
PX458231	GI.1
PV242302	GI.1
PV277014	GI.1
PX458232	GI.1
PX458246	GI.1
PX458237	GI.1
PX458242	GI.1
PX458240	GI.1
PX458252	GI.1
PX458251	GI.1
PV242315	GI.1
PX458260	GI.1
PX458263	GI.1
KT943503	GI.1
PV242301	GI.1
PX458268	GI.1
PV242299	GI.1
PX458264	GI.1
PX458269	GI.1
PX458265	GI.1
PX458270	GI.1
PX458266	GI.1
PV242304	GI.1
PX458272	GI.1
PX458271	GI.1
PX458273	GI.1
PX458274	GI.1
PX458275	GI.1
PX458277	GI.1
PX458279	GI.1
PX458280	GI.1
PV277015	GI.1
PZ251443	GI.4
GQ413970	GI.4
JN183162	GI.4
JN183163	GI.4
JN603245	GI.4
MZ229330	GI.4
MZ229462	GI.4
MW305499	GI.4
MN416765	GI.4
MK956177	GI.4
MZ021635	GI.4
LC122706	GI.4
LC122704	GI.4
MW305504	GI.4
LC122705	GI.4
PV640830	GI.4
MN938460	GI.4
MN938461	GI.4
LC122703	GI.4
KT732281	GI.4
KM036381	GI.4
MG049693	GI.4
GQ856475	GI.4
MT756629	GI.4
MT874469	GI.4
LC122712	GI.4
LC122707	GI.4
LC122708	GI.4
LC122709	GI.4
LC122710	GI.4
MT756627	GI.4
MT756561	GI.4
MT750326	GI.4
MN494967	GI.5
LC331067	GI.5
LC101825	GI.5
MZ021606	GI.5
MT008458	GI.5
MT008460	GI.5
MN494977	GI.5
MN494991	GI.5
MZ021652	GI.5
MN494997	GI.5
MN495000	GI.5
MN495003	GI.5
MZ021659	GI.5
MZ021622	GI.5
MN494976	GI.5
MN494941	GI.5
MN494993	GI.5
MN495014	GI.5
MZ021617	GI.5
MN495011	GI.5
MN494950	GI.5
MN494948	GI.5
MN494951	GI.5
MN494952	GI.5
MN494954	GI.5
MN494957	GI.5
MN494958	GI.5
JN699046	GI.5
OL345567	GI.5
KT732278	GI.5
KT732277	GI.5
MN494921	GI.5
MN494960	GI.5
KP027329	GI.5
MN494940	GI.5
MN494981	GI.5
MW305487	GI.5
KJ402295	GI.5
OR648672	GI.5
MN494986	GI.5
OP162341	GI.5
MZ021655	GI.5
OP669384	GI.5
MZ021630	GI.5
JQ743332	GI.2
PX720644	GI.2
MZ021901	GI.2
MN494920	GI.2
MZ021902	GI.2
MN494961	GI.2
MN494924	GI.2
PX720642	GI.2
MZ021638	GI.2
MZ021639	GI.2
PX986527	GI.2
PX986529	GI.2
PX986531	GI.2
PX986528	GI.2
PX986530	GI.2
PX986526	GI.2
PX986533	GI.2
PX986535	GI.2
PX986538	GI.2
PX986537	GI.2
PX986534	GI.2
PX986532	GI.2
PX986536	GI.2
MN494923	GI.2
MZ021623	GI.2
LC122690	GI.2
MZ021903	GI.2
MN494927	GI.2
MZ021904	GI.2
MN494930	GI.2
MN494980	GI.2
KU954111	GI.2
MN494943	GI.2
MZ021906	GI.2
MN494995	GI.2
MN495015	GI.2
MN495012	GI.2
MZ021629	GI.2
LC101822	GI.6
LC122701	GI.6
LC122702	GI.6
MN494937	GI.6
MN494962	GI.6
PQ585620	GI.6
MZ021654	GI.6
MZ021911	GI.6
MN494925	GI.6
MN494931	GI.6
MN494926	GI.6
MN494959	GI.6
MN494968	GI.6
MN494932	GI.6
MN494933	GI.6
MN494934	GI.6
JN699045	GI.6
LC122694	GI.6
LC122696	GI.6
LC122695	GI.6
KP407451	GI.6
KC473547	GI.6
GQ856463	GI.6
GQ856464	GI.6
LC122692	GI.6
LC122693	GI.6
LC122691	GI.6
KM036372	GI.6
KC998959	GI.6
JN222366	GI.6
JQ388274	GI.6
LC122697	GI.6
PQ249007	GI.6
MZ227264	GI.6
MZ227265	GI.6
MT754179	GI.6
MK789656	GI.6
KY210909	GI.6
KY210911	GI.6
MT372477	GI.6
PX720653	GI.6
PX720654	GI.6
PQ583777	GI.6
PQ583778	GI.6
PQ583779	GI.6
OP162339	GI.6
MT357995	GI.6
PX986562	GI.6
PX986563	GI.6
OR268635	GI.6
OR268636	GI.6
MT357996	GI.6
KY653723	GI.6
PX720652	GI.6
PX720655	GI.6
PX720650	GI.6
PX720651	GI.6
KY210910	GI.6
PX720656	GI.6
PX720657	GI.6
OP162340	GI.6
MK236611	GI.6
MK236609	GI.6
LC646339	GI.6
PQ583776	GI.6
OR267446	GI.6
OR267447	GI.6
OR267350	GI.6
MN494989	GI.6
MZ021657	GI.6
LC726060	GI.6
LC726062	GI.6
PZ098700	GII.21
HM590519	GII.21
JN899245	GII.21
KJ196284	GII.21
GQ856468	GII.21
GU138162	GII.21
GU138163	GII.21
HM590541	GII.21
GU138176	GII.21
GU138177	GII.21
PX458519	GII.21
PQ610214	GII.21
PZ251438	GII.21
KR921938	GII.21
KR921936	GII.21
KR921935	GII.21
KR921937	GII.21
MW305706	GII.21
MK396771	GII.21
MK396773	GII.21
MK762720	GII.21
KU687014	GII.21
KU687012	GII.21
KU687023	GII.21
KU687024	GII.21
MH702280	GII.21
MH702278	GII.21
MH702281	GII.21
MH702279	GII.21
MK396776	GII.21
MH702257	GII.21
MH702264	GII.21
MH702268	GII.21
MN502853	GII.21
MN503032	GII.21
MN502897	GII.21
MN502985	GII.21
MN503040	GII.21
KT962982	GII.21
MZ026899	GII.21
MN502980	GII.21
MN502991	GII.21
MN503014	GII.21
KU687019	GII.21
KU687017	GII.21
MN503054	GII.21
KU687021	GII.21
KU687018	GII.21
KU687020	GII.21
KU687022	GII.21
MN503026	GII.21
MN503020	GII.21
MN502855	GII.21
MN502889	GII.21
MN502906	GII.21
MN502997	GII.21
MN503036	GII.21
KX079488	GII.21
MH702285	GII.21
MH702282	GII.21
MW305711	GII.21
MW305712	GII.21
MN502880	GII.21
MN502916	GII.21
KR921940	GII.21
KR921939	GII.21
KR921941	GII.21
KR921942	GII.21
KY406949	GII.21
KY406950	GII.21
KY406952	GII.21
KY406951	GII.21
KY210925	GII.21
KY406953	GII.21
KY407200	GII.21
KY407202	GII.21
KY407199	GII.21
KY407201	GII.21
MW305577	GII.13
KJ196276	GII.13
AB809973	GII.13
AB809974	GII.13
JN899242	GII.13
OR713748	GII.13
MN502833	GII.13
AB809975	GII.13
AB809976	GII.13
AB809979	GII.13
AB809977	GII.13
AB809978	GII.13
MH608287	GII.13
AB810000	GII.13
AB809998	GII.13
AB810013	GII.13
AB810011	GII.13
AB810009	GII.13
AB810007	GII.13
AB810004	GII.13
AB810005	GII.13
AB810006	GII.13
AB810003	GII.13
AB809994	GII.13
AB809991	GII.13
AB809987	GII.13
AB809988	GII.13
AB809990	GII.13
AB809992	GII.13
AB809993	GII.13
AB809989	GII.13
AB810001	GII.13
AB809997	GII.13
AB809995	GII.13
AB809996	GII.13
AB809999	GII.13
AB809986	GII.13
AB809984	GII.13
AB809985	GII.13
LC122832	GII.13
AB810014	GII.13
MW305678	GII.13
MN503017	GII.13
MN503063	GII.13
MN503082	GII.13
KC832473	GII.13
KC832470	GII.13
KC832471	GII.13
KY210920	GII.13
KY406985	GII.13
KY406986	GII.13
KM036380	GII.13
KC832472	GII.13
MW305714	GII.13
MK775031	GII.13
MZ268407	GII.13
MZ268408	GII.13
MK752947	GII.13
MH702276	GII.13
MH702277	GII.13
MH702283	GII.13
MH218651	GII.13
OP205554	GII.13
LC769703	GII.13
PX458475	GII.13
PX458476	GII.13
MH702263	GII.13
PV876281	GII.13
MG892908	GII.13
MN394543	GII.13
MN394545	GII.13
PX733019	GII.13
PX733020	GII.13
MK762559	GII.13
MK762560	GII.13
MT720841	GII.13
LC597119	GII.13
LC597111	GII.13
LC597122	GII.13
LC597126	GII.13
LC597113	GII.13
MK396778	GII.13
KY653724	GII.13
KY406984	GII.13
KY406983	GII.13
KY406982	GII.13
MT526278	GII.13
KY947548	GII.13
MK754443	GII.13
MK762745	GII.13
MK752946	GII.13
MK762565	GII.13
MK753010	GII.13
MK753020	GII.13
MK753008	GII.13
MK764014	GII.13
MK753009	GII.13
MW305734	GII.17
MZ027002	GII.17
OR685283	GII.17
PQ304633	GII.17
OR062613	GII.17
MZ027043	GII.17
LC769700	GII.17
GQ266696	GII.17
GQ266697	GII.17
MW305654	GII.17
MW305660	GII.17
MN502825	GII.17
MN502813	GII.17
MN502844	GII.17
MN502842	GII.17
MN502845	GII.17
PV282515	GII.17
MW305609	GII.17
MW305610	GII.17
MW305512	GII.17
MW305604	GII.17
MW305517	GII.17
MW305742	GII.17
MW305582	GII.17
PZ098692	GII.17
PV920368	GII.17
PV920369	GII.17
PV920370	GII.17
JN699043	GII.17
AB545151	GII.17
MW305607	GII.17
MW305659	GII.17
OL943802	GII.17
MZ279714	GII.17
MZ279715	GII.17
MZ279713	GII.17
KT346358	GII.17
MN502982	GII.17
MN503043	GII.17
MN503047	GII.17
MN502999	GII.17
MN503046	GII.17
KY406980	GII.17
PV920379	GII.17
MH375810	GII.17
MH375811	GII.17
MH375809	GII.17
MH375814	GII.17
LC333898	GII.17
OR687156	GII.17
PQ304632	GII.17
MN525218	GII.17
MZ026964	GII.17
MN502963	GII.17
MW305625	GII.17
AB684681	GII.17
MH218689	GII.17
PQ373125	GII.17
MK907790	GII.17
PV784285	GII.17
PV784290	GII.17
PV784293	GII.17
PV784294	GII.17
PV784270	GII.17
PQ336867	GII.17
PV784265	GII.17
PQ336861	GII.17
PQ336851	GII.17
PQ336858	GII.17
PQ373129	GII.17
PV784280	GII.17
PV920380	GII.17
PQ373131	GII.17
PQ373132	GII.17
OP712199	GII.17
OR475187	GII.17
PV784268	GII.17
PQ336850	GII.17
PV784287	GII.17
PQ308685	GII.17
PV765509	GII.17
PQ373139	GII.17
ON854111	GII.17
PQ310126	GII.17
PV784267	GII.17
PQ336864	GII.17
OP805362	GII.17
OP805364	GII.17
OP805363	GII.17
PQ336848	GII.17
PQ336849	GII.17
OR475188	GII.17
OR475192	GII.17
PX458480	GII.17
OR475168	GII.17
OR475189	GII.17
OR475191	GII.17
PX458539	GII.17
PQ336943	GII.17
PX458555	GII.17
PX458556	GII.17
OR475185	GII.17
PV784302	GII.17
OR475172	GII.17
PQ373138	GII.17
OR475165	GII.17
OR475176	GII.17
OR475174	GII.17
PX458548	GII.17
PQ373135	GII.17
PX458472	GII.17
PX458467	GII.17
PQ304612	GII.17
PQ304610	GII.17
PQ308688	GII.17
PQ308689	GII.17
PQ308690	GII.17
PZ208570	GII.17
PZ208571	GII.17
PZ208536	GII.17
PZ208537	GII.17
PZ053850	GII.17
PZ208568	GII.17
PZ053847	GII.17
PZ053848	GII.17
PX988220	GII.17
PX988222	GII.17
PX988245	GII.17
PX988217	GII.17
PX988184	GII.17
PZ234808	GII.17
PZ143329	GII.17
PX988232	GII.17
PX988228	GII.17
PX988233	GII.17
PX988230	GII.17
PX988231	GII.17
PX988229	GII.17
PX988256	GII.17
PV588658	GII.17
PQ336944	GII.17
PV588657	GII.17
LC918516	GII.17
PV394764	GII.17
PV784345	GII.17
LC918515	GII.17
PV750891	GII.17
PV750885	GII.17
PV750889	GII.17
PV784333	GII.17
PV750875	GII.17
PQ310251	GII.17
PQ336942	GII.17
PV784346	GII.17
PV765583	GII.17
PV766927	GII.17
PV765582	GII.17
PV765572	GII.17
PV765584	GII.17
PV765588	GII.17
PV765574	GII.17
PV765585	GII.17
PV765586	GII.17
PV765567	GII.17
PV765581	GII.17
PX113523	GII.17
PX988187	GII.17
PX988238	GII.17
PX988236	GII.17
PX988239	GII.17
PX988183	GII.17
PZ234784	GII.17
PX458491	GII.17
LC918507	GII.17
LC918513	GII.17
PX988253	GII.17
PZ234821	GII.17
PX700452	GII.17
PX988199	GII.17
PX988194	GII.17
PX988200	GII.17
PX700459	GII.17
PZ143334	GII.17
PZ251434	GII.17
LC868437	GII.17
LC868431	GII.17
LC868436	GII.17
LC918517	GII.17
PZ143331	GII.17
PX988243	GII.17
PZ234812	GII.17
PX988251	GII.17
PZ234797	GII.17
PZ234809	GII.17
PX988260	GII.17
PX988234	GII.17
PZ059662	GII.17
PZ059668	GII.17
PX988226	GII.17
PX458502	GII.17
LC868426	GII.17
PX988244	GII.17
PX988257	GII.17
PZ234819	GII.17
PZ234804	GII.17
PX988246	GII.17
PX988225	GII.17
PX988211	GII.17
PX988208	GII.17
PX988207	GII.17
PX988216	GII.17
PX988214	GII.17
PX988205	GII.17
PX988210	GII.17
LC918514	GII.17
PX988258	GII.17
LC918518	GII.17
LC868434	GII.17
LC918523	GII.17
LC918522	GII.17
PZ053845	GII.17
PZ053846	GII.17
PZ208548	GII.17
PZ208538	GII.17
PZ208569	GII.17
PZ208550	GII.17
PZ208549	GII.17
PZ208542	GII.17
PZ208539	GII.17
PZ208544	GII.17
PZ208543	GII.17
PZ208572	GII.17
PZ208560	GII.17
PZ208567	GII.17
PZ208566	GII.17
PZ208563	GII.17
PZ208562	GII.17
PZ208559	GII.17
PZ208558	GII.17
PZ208554	GII.17
PZ208555	GII.17
PZ208556	GII.17
PZ053853	GII.17
PZ053852	GII.17
MK282257	GII.17
KX171417	GII.17
LC101778	GII.17
MT233268	GII.17
MT233269	GII.17
KU557792	GII.17
KU557789	GII.17
KT285173	GII.17
LC433694	GII.17
LC043167	GII.17
MK282256	GII.17
KJ156329	GII.17
MK077684	GII.17
KU561251	GII.17
KU557839	GII.17
KU557788	GII.17
LC043139	GII.17
LC043305	GII.17
LC043168	GII.17
KU561250	GII.17
MK282258	GII.17
LC433720	GII.17
LC486737	GII.17
MG995040	GII.17
PV920382	GII.17
OR793098	GII.17
MZ027005	GII.17
MN502956	GII.17
MZ026980	GII.17
MZ026953	GII.17
MZ026939	GII.17
MN502972	GII.17
MZ026945	GII.17
MZ026988	GII.17
MZ026989	GII.17
MZ026961	GII.17
MN502950	GII.17
MN503084	GII.17
MZ027033	GII.17
MZ026990	GII.17
MZ027042	GII.17
MZ027017	GII.17
MZ027047	GII.17
PQ740329	GII.17
PQ336871	GII.17
MZ027011	GII.17
MZ027016	GII.17
MZ026995	GII.17
MZ027046	GII.17
MZ027045	GII.17
MZ027004	GII.17
MZ027001	GII.17
MZ027008	GII.17
MZ027048	GII.17
PP267285	GII.17
PP423020	GII.17
MH572232	GII.17
MH375812	GII.17
MK077700	GII.17
LC333901	GII.17
MN502969	GII.17
MT729791	GII.17
PQ336872	GII.17
MN394546	GII.17
PQ740324	GII.17
MT158860	GII.17
MT158861	GII.17
MK166054	GII.17
PQ336868	GII.17
PQ336869	GII.17
PZ234773	GII.17
PX988259	GII.17
LC848162	GII.17
PZ234798	GII.17
PV920371	GII.17
PX988189	GII.17
PX988188	GII.17
PX988190	GII.17
PQ590551	GII.17
PZ234783	GII.17
PX988204	GII.17
PZ234776	GII.17
